0.000000000000000000e+00,-4.605487244795918866e-01,1.336910082111882669e+00,3.751188306093562741e-02,1.795142611189569415e+00,0.000000000000000000e+00,8.444723172553703083e-01,-9.975033706347065099e-01,3.081201732817271832e+00,3.065778187120652420e-01,1.601735133712500758e+00,-1.485678246570878214e+00,3.649575087638602611e+00,-2.547847472796953117e+00,2.423598589131188863e+00,-1.820190369602810332e+00,-1.008149347218106340e-01,1.067915697833963007e+00,-1.982698909401874543e+00,8.204233365320272586e-01,2.992483952071146813e+00,1.510274629241301625e-01,1.942517787538240226e+00,2.372352062353303648e+00
2.305867866547468559e+00,3.524147457120252458e-01,1.627451213861575097e+00,1.074360800547563555e-01,-1.330164307562177850e+00,0.000000000000000000e+00,-3.751289980087353371e+00,-9.573804404631112153e-01,-3.081201732817271832e+00,1.275363725842191542e-01,-1.562300317350581835e+00,4.308841618418641217e-01,1.141607316479362977e+00,1.518096329530870259e+00,-9.648759856617551423e-01,1.418423082143293934e+00,-1.457672493829343108e-01,-3.868230087870358491e-01,1.231197157810131726e+00,-2.651991227227945558e+00,-2.822885469206584563e+00,2.200202327371968969e-01,1.128468593546071874e+00,1.505314686555673021e+00
1.247136186323021034e+00,-1.500146403170311560e-01,6.239350990354100568e-02,-2.026498555715745553e+00,1.921954875815222175e-01,0.000000000000000000e+00,-1.572972336755832812e+00,-4.697598013439202025e-01,0.000000000000000000e+00,-4.341141912962844240e-01,1.348086500075961869e+00,-2.099162357201390383e-01,-1.590814093172145949e+00,7.812312181739008432e-01,1.207055113882171904e+00,1.100246105233658511e+00,-5.907189741642576708e-01,1.534990467630133359e+00,-8.323190767153301195e-01,-2.901816279983806091e+00,3.228354511474356148e-01,-1.500318962601609463e-01,-1.155576512867446226e+00,-1.517665153247979459e+00
-7.157737666663993581e-01,5.188205742685669808e-01,-2.291533516597513476e+00,1.033040604485516933e+00,2.650749471727073647e+00,3.724158318065761697e-01,-3.459559241678289987e-01,-3.941826430624294497e-01,0.000000000000000000e+00,5.562302680456743254e-01,-1.460548754145192790e-03,3.728092581816671025e-01,-9.412847973370058741e-02,-2.642320378918488810e+00,-5.909893651348985255e-01,-9.078521024191225086e-01,1.390528285377855999e+00,4.950002404646727805e-01,-8.083090672599371196e-01,-6.549275006463137760e-01,1.765560978031834594e-01,-1.473438662674440569e-01,-1.335754898775981525e+00,-5.244982156989504984e-01
7.157737666663993581e-01,3.779923888357689665e-01,1.385556795921915052e+00,-6.366844784059122464e-01,-1.308110000670760442e+00,2.110448831259869706e+00,-2.142373372467193948e-01,-1.033219232110450941e-01,0.000000000000000000e+00,-1.597270435489860640e-01,3.665977372904295484e-01,5.742431979900077810e-01,-2.019483747013951433e-02,-1.505960076885611176e+00,2.112139362041746793e+00,1.259930856093893325e+00,2.291748131111749576e+00,-6.887469536473783682e-01,-3.203220927720007438e-01,-3.369218082455762708e-01,5.219164301902645686e-01,1.586933262366931052e-02,-2.968479488560675783e-01,4.201754725214323360e-01
5.172956092301862485e-01,5.244004639126009781e-01,4.523051199752986529e-01,1.600146014263333361e-01,-9.512312164278168003e-02,-1.169181857367806332e+00,-4.419497516906834567e-01,8.370465343971047467e-01,0.000000000000000000e+00,8.603309379825462289e-01,-3.894796677720366862e-01,1.318461723765957716e+00,1.314375862463311173e-01,-2.619470679644610445e-01,-1.709411135137894000e+00,-2.799593960671967086e+00,-5.549907213173599363e-01,-5.557722055056744936e-02,-5.007084087426085794e-01,4.860248098520988380e-01,-1.520297108962632149e-01,-3.378953257511520952e-02,-1.674725632445801748e+00,1.506670401467012477e+00
-9.302245604577911164e-01,-1.083229140828270987e-01,-7.884593783255207100e-01,-7.664229914734203009e-01,5.513576722854447443e-01,1.882811300851939595e+00,-6.146321050002881772e-03,-3.488444877982501691e-01,0.000000000000000000e+00,-2.561641622030533805e-01,1.557918671088146745e+00,-1.581165839869230982e+00,4.278567260622753894e-03,1.929268423227460394e-01,-1.227462621266417253e+00,3.293639953731726244e-01,-2.414112949451540313e+00,3.435394218186387238e-01,-8.058417428226431756e-02,3.493937858158541188e-01,-1.217847363685586187e-01,5.037567319684236322e-01,-8.562531402410140657e-01,-1.107167177593659790e+00
-6.851897981908607882e-01,1.582858085628907618e+00,1.106849387250731009e+00,1.933908945876254615e+00,-2.016075528962939067e+00,-2.808199811611680197e+00,3.954133208835187707e-01,1.199443630546316975e+00,0.000000000000000000e+00,3.237461765599409236e-01,2.677672715932751801e-01,5.287023277062741222e-01,-5.562137438809580114e-01,-4.193037598711697039e-02,-5.949051968101041199e-01,3.975082702779669103e-02,-2.618318594647056630e-01,9.227167380486763770e-01,3.300329384930937304e-01,2.718687208779898556e-01,4.860799477666817858e-01,3.424749324054105482e-01,-6.208849784686026885e-01,8.148711967091851749e-01
1.338615830902674997e+00,-1.608049460997006852e+00,-2.280656330026506140e+00,1.279355148810445431e-01,6.571737912089138378e-01,9.083312970892101212e-01,-5.897541388455146416e-01,7.290849794983429444e-01,1.978325071793712517e-02,2.101897525089919228e+00,-2.896755029054522534e+00,-1.218815334899198966e-01,8.557134521245507788e-03,-6.289556398067545073e-01,5.497225236346531263e-01,6.416919220201465768e-01,-1.880006896392812932e+00,-1.283314121920665629e-01,2.127784377115967962e-01,-5.474543969242334773e-01,4.934929317195506093e-01,3.257494124507276823e+00,1.014517938674187381e+00,-1.944152872856604652e+00
-2.532025876758280170e+00,-6.478382032162876003e-01,-4.099442175002707134e-02,-6.367023298731053771e-01,-7.796977183834571945e-02,-1.386765339067496383e-01,-1.592189833905508500e-01,4.197762003172277323e-01,-1.978325071793712517e-02,-1.383279118028838406e+00,-2.921097508290275147e-01,8.819940700520554344e-01,-3.722353516741795931e-01,3.992808275177711086e-01,2.259133658772547251e-02,-1.357206808520487140e+00,-4.757063325577370883e-01,-6.317396411618731999e-01,-3.916028694053855924e-02,-4.610086395825601091e-01,-8.874400789291488900e-01,-2.309714660408582532e+00,-8.359627814675303359e-01,-1.634549893103970364e-02
2.722608469632559203e-01,3.346254361395860077e-01,-2.323017232501534135e-01,-8.646060610332917395e-01,-4.344030145279261235e-01,-8.459268568311727465e-01,-3.456573885739716023e-01,-1.372121652006450809e-01,0.000000000000000000e+00,1.829656422073605571e+00,7.789593355440733724e-01,9.124644534245354155e-01,-3.936281879772933756e-01,-6.178841360348753531e-01,-2.183829203480129044e-01,-1.760393768373853529e-01,-4.977512601640712298e-01,-9.441383648133490347e-02,-1.865206730578252703e-01,-5.649771855745726323e-02,-2.965193581147514412e-01,-5.256591985757463892e-01,1.501486549237797341e+00,-1.908577375183165281e-01
-9.801390490677213130e-01,-9.425772950230496550e-01,-1.557788026501028544e-01,-6.646696284750081007e-01,-6.126196358727162977e-02,6.933826695337481742e-03,2.192187841167694551e-01,9.186238178687254619e-02,0.000000000000000000e+00,-7.934233948268248904e-01,-3.407947093005320727e-01,-2.306690373684227247e+00,-5.476566093597124985e-01,2.680717296255006321e-01,-8.885925724505352452e-01,-4.259017181549645814e-01,1.198934659291857677e-02,2.538859468405644249e-01,3.624024242300706855e-01,5.487287815533490321e-01,-8.260182118910933124e-02,6.291981316285449877e-01,-1.801783859085356765e+00,-2.302792349402358052e-01
-1.089043387853023681e-01,-1.595453773312957291e-01,-6.969051697504602405e-02,-1.422166886352076443e-01,-4.678186310300742612e-01,-2.080148008601244436e-01,1.074142773976694137e-01,-1.011067607135261781e+00,4.747980172304910179e-02,1.125753750310703571e+00,-4.381646262435412442e-01,-3.458800274713942635e-02,-7.273564343058681880e-02,-7.041005271095091000e-01,-4.518267317545094502e-02,-5.110820617859574561e-02,-1.314960594062037358e-01,-1.288867877007802809e+00,2.320190411216880022e-01,-4.039799274296380083e-01,-5.136138881630515352e-01,-9.935755306412782373e-01,-9.333565035802524057e-02,-4.913264678683110787e-01
5.445216939265118405e-02,-7.280307481380704493e-01,-1.776424942501172999e-02,-6.206360093996718952e-01,3.898488591917285973e-02,-5.547061356269985394e-02,1.838042675905623702e-01,-5.819888871434140132e-01,3.956650143587425728e-03,-2.168118333931725594e+00,0.000000000000000000e+00,-4.998789920836579359e-01,-9.412847973370058741e-01,2.061184212849850872e-01,-3.012178211696729668e-02,0.000000000000000000e+00,7.696387006421924470e-02,4.847634797487027081e-01,4.142388734172575693e-01,1.613158543022135127e-01,-3.494692434923855895e-02,-1.672551995468284092e-01,-2.840650228287724399e-01,-2.543167333682353481e-01
2.858738893114187163e-01,5.466528454877552790e-01,-5.875867117503880133e-02,3.808313001110162910e-01,-1.670780825107408274e-02,-5.547061356269985394e-02,6.497539395717332189e-01,1.780851110210067256e+00,-1.186995043076227545e-02,9.810490198786088467e-02,0.000000000000000000e+00,9.964638886675883378e-02,-6.417850890934130581e-02,2.197811280673040990e-01,-4.518267317545094502e-02,-1.590033081111867641e-01,8.291986804908847430e-01,8.148152106414364715e-01,1.355896640311132773e-01,6.310327888503967086e-01,-5.506788079273954722e-02,3.245547324539646561e-01,-3.043553816022562253e-01,-9.711149364911823845e-02
-2.805648027956352264e-01,4.600364998471078576e-02,-1.212068403075800514e-02,-3.106036281749192107e-01,-3.503070463308532306e-02,0.000000000000000000e+00,3.425754475903273755e-01,1.320434527064342500e+00,9.207124884127937392e-02,-3.092757035167317814e-01,0.000000000000000000e+00,6.612896715703086015e-01,-1.252336637184279788e-01,-5.532925119019122678e-02,0.000000000000000000e+00,-1.243633017012496858e-02,-1.546238957370613988e-02,2.473501688449836422e+00,1.037432963468506442e+00,6.858982330953948825e-01,-4.596050050778646874e-03,2.568163766374991774e-01,-3.098743591886437554e-01,8.275629958791688723e-02
2.522950515192838861e-01,2.709210662524802693e+00,-1.123247155950741517e-02,1.815648926213655479e+00,4.054428135593977217e-02,0.000000000000000000e+00,4.772589027131757256e-01,2.288036111019944308e+00,-2.718218648644560309e-02,3.851107927533486963e-01,0.000000000000000000e+00,1.074937478709848238e+00,-6.469193698061605213e-02,3.332923093982707030e-01,0.000000000000000000e+00,1.596847508602347310e-01,1.786219265786918864e-01,2.553118734591868666e+00,3.011380793719391935e+00,5.410591100604553727e-01,1.755818199122349821e-02,1.233507096657858043e-01,2.597977537356858657e-01,7.716036995387892672e-03
-5.218332900129098000e-03,2.026037356792195432e+00,1.534694502248513392e-01,1.240516306688186354e+00,3.898488591917284585e-02,0.000000000000000000e+00,7.171117646406699464e-01,1.956360586096163923e+00,-8.111132794354210945e-03,9.905529322586820173e-01,0.000000000000000000e+00,1.739405952437394376e+00,3.820760563736119025e-02,-4.511802681777801194e-01,1.272645294441868136e-02,-1.536085530145572253e-01,4.383459815617432587e-02,6.163160698913099367e-01,7.727162145516704994e-01,4.700950019881542929e-01,-7.677733379756963676e-03,1.014243494585279182e+00,3.571103144133138535e-02,-2.234045103898280732e-02
-1.995218240162394407e-01,-1.166108765789316826e-01,-1.554781768906026707e-01,1.448747721002012545e+00,-3.068667448780605309e-02,0.000000000000000000e+00,-9.228262033646843221e-03,6.725489161758388956e-01,2.670738846921512019e-02,-5.585357332423884769e-01,0.000000000000000000e+00,-1.186121437064408257e-01,4.569509834345100718e-02,-1.372654460193984960e-01,-6.024356423393448148e-04,2.595161135957583728e-02,-1.018173987982235795e+00,-7.599341929607219548e-01,1.211841110779579012e+00,-3.378616669095490521e-01,-9.965168428070748929e-03,1.841798328343050711e-02,-1.652446818512516291e-01,-4.939705926953909948e-02
